InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,TotalAmount,Year,Month,Day,DayOfWeek
C541265,ST75542,GLASS HANGING T-LIGHT HOLDER,9,2023-05-28,51.31,10992,United Kingdom,461.79,461.79,2023,5,28,Sunday
C576908,ST44478,KNITTED UNION FLAG HOT WATER BOTTLE,2,2023-07-24,32.41,10320,United Kingdom,64.82,64.82,2023,7,24,Monday
C538480,ST17784,PINK CHERRY LIGHTS,4,2023-01-16,18.97,10669,France,75.88,75.88,2023,1,16,Monday
C572218,ST19556,PINK CHERRY LIGHTS,27,2023-04-15,13.61,10143,Belgium,367.47,367.46999999999997,2023,4,15,Saturday
C576342,ST88400,CREAM CUPID HEARTS COAT HANGER,2,2023-10-16,52.29,10825,United Kingdom,104.58,104.58,2023,10,16,Monday
C541646,ST15471,VINTAGE PAISLEY STATIONERY SET,3,2023-11-10,15.5,10758,United Kingdom,46.5,46.5,2023,11,10,Friday
C568909,ST49769,SET OF 4 PANTRY JELLY MOULDS,6,2023-01-19,24.22,10107,United Kingdom,145.32,145.32,2023,1,19,Thursday
C537770,ST59727,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-04-27,29.78,10801,Channel Islands,119.12,119.12,2023,4,27,Thursday
C537550,ST26415,VINTAGE PAISLEY STATIONERY SET,7,2023-12-17,42.31,10699,Belgium,296.17,296.17,2023,12,17,Sunday
C564337,ST90694,VINTAGE PAISLEY STATIONERY SET,8,2023-12-26,7.24,10441,United Kingdom,57.92,57.92,2023,12,26,Tuesday
C559419,ST22057,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2023-07-08,13.75,10926,EIRE,13.75,13.75,2023,7,8,Saturday
C551249,ST11952,LARGE POPCORN HOLDER,9,2023-01-06,31.61,10603,United Kingdom,284.49,284.49,2023,1,6,Friday
C540092,ST15730,RED WOOLLY HOTTIE WHITE HEART,8,2023-05-08,10.63,10895,United Kingdom,85.04,85.04,2023,5,8,Monday
C575844,ST72744,BOX OF VINTAGE JIGSAW BLOCKS,36,2023-06-29,33.67,10322,United Kingdom,1212.12,1212.1200000000001,2023,6,29,Thursday
C579395,ST56787,RED WOOLLY HOTTIE WHITE HEART,9,2023-03-04,12.0,10674,Germany,108.0,108.0,2023,3,4,Saturday
C565432,ST95674,RECIPE BOX WITH METAL HEART,90,2023-04-23,16.7,10920,United Kingdom,1503.0,1503.0,2023,4,23,Sunday
C553898,ST55434,CHOCOLATE HOT WATER BOTTLE,9,2023-09-27,6.5,10251,France,58.5,58.5,2023,9,27,Wednesday
C577119,ST78287,SET OF 3 CAKE TINS PANTRY DESIGN,4,2023-07-30,50.24,10923,France,200.96,200.96,2023,7,30,Sunday
C572604,ST28607,IVORY KNITTED MUG COZY,12,2023-06-06,45.06,10237,Germany,540.72,540.72,2023,6,6,Tuesday
C565219,ST14424,LUNCH BAG PINK POLKADOT,22,2023-05-01,27.87,10037,United Kingdom,613.14,613.14,2023,5,1,Monday
C574915,ST89920,WHITE BUTTERFLY T-LIGHT HOLDER,2,2023-05-23,4.08,10277,United Kingdom,8.16,8.16,2023,5,23,Tuesday
C537600,ST59719,WHITE BUTTERFLY T-LIGHT HOLDER,1,2023-09-11,13.0,10394,United Kingdom,13.0,13.0,2023,9,11,Monday
C564616,ST55587,GLASS HANGING T-LIGHT HOLDER,5,2023-12-04,2.55,10189,United Kingdom,12.75,12.75,2023,12,4,Monday
C576259,ST87458,PINK CHERRY LIGHTS,53,2023-01-14,44.72,10960,United Kingdom,2370.16,2370.16,2023,1,14,Saturday
C558709,ST17486,SAVE THE WHALE COTTON BAG,7,2023-01-15,43.23,10222,Belgium,302.61,302.60999999999996,2023,1,15,Sunday
C572625,ST80092,WHITE BUTTERFLY T-LIGHT HOLDER,56,2023-02-25,47.34,10827,United Kingdom,2651.04,2651.04,2023,2,25,Saturday
C573891,ST59976,SKULL SHOULDER BAG,5,2023-08-06,9.65,10475,United Kingdom,48.25,48.25,2023,8,6,Sunday
C545007,ST21211,WHITE HANGING HEART T-LIGHT HOLDER,11,2023-05-02,52.34,10479,United Kingdom,575.74,575.74,2023,5,2,Tuesday
C555752,ST57408,PINK CHERRY LIGHTS,1,2023-10-05,34.18,10256,United Kingdom,34.18,34.18,2023,10,5,Thursday
C552782,ST52072,AIRLINE BAG VINTAGE JET SET,5,2023-12-04,31.63,10276,United Kingdom,158.15,158.15,2023,12,4,Monday
C548081,ST14850,LUNCH BAG RED RETROSPOT,8,2023-05-16,1.33,10857,United Kingdom,10.64,10.64,2023,5,16,Tuesday
C567835,ST85965,PACK OF 72 RETROSPOT CAKE CASES,47,2023-07-03,22.98,10990,Netherlands,1080.06,1080.06,2023,7,3,Monday
C554482,ST43817,SAVE THE WHALE COTTON BAG,2,2023-02-10,24.7,10962,United Kingdom,49.4,49.4,2023,2,10,Friday
C553374,ST90995,SET OF 3 CAKE TINS PANTRY DESIGN,11,2023-05-22,10.3,10785,Channel Islands,113.3,113.30000000000001,2023,5,22,Monday
C551613,ST67712,HAND WARMER UNION JACK,3,2023-01-26,37.91,10672,EIRE,113.73,113.72999999999999,2023,1,26,Thursday
C539114,ST43954,VINTAGE PAISLEY STATIONERY SET,1,2023-06-12,52.38,10594,United Kingdom,52.38,52.38,2023,6,12,Monday
C537421,ST55839,BLUE CHERRY LIGHTS,1,2023-05-12,33.37,10999,Belgium,33.37,33.37,2023,5,12,Friday
C569587,ST52701,LUNCH BAG RED RETROSPOT,2,2023-02-09,13.68,10112,United Kingdom,27.36,27.36,2023,2,9,Thursday
C580996,ST28753,LARGE POPCORN HOLDER,7,2023-07-10,48.28,10585,France,337.96000000000004,337.96000000000004,2023,7,10,Monday
C576143,ST59114,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,7,2023-06-17,49.44,10026,United Kingdom,346.08,346.08,2023,6,17,Saturday
C577122,ST29669,WHITE METAL LANTERN,1,2023-05-31,16.6,10482,Spain,16.6,16.6,2023,5,31,Wednesday
C538038,ST76608,GLASS STAR FROSTED T-LIGHT HOLDER,6,2023-10-30,28.51,10934,EIRE,171.06,171.06,2023,10,30,Monday
C558912,ST29670,IVORY KNITTED MUG COZY,10,2023-10-25,2.62,10803,France,26.200000000000003,26.200000000000003,2023,10,25,Wednesday
C541505,ST85292,RED WOOLLY HOTTIE WHITE HEART,48,2023-11-29,31.47,10391,France,1510.56,1510.56,2023,11,29,Wednesday
C563764,ST89574,GLASS HANGING T-LIGHT HOLDER,9,2023-10-08,44.07,10646,United Kingdom,396.63,396.63,2023,10,8,Sunday
C570735,ST85398,MASON JAR CANDLE HOLDER,5,2023-12-04,11.41,10484,United Kingdom,57.05,57.05,2023,12,4,Monday
C557905,ST51263,BOX OF VINTAGE JIGSAW BLOCKS,6,2023-05-05,13.35,10301,United Kingdom,80.1,80.1,2023,5,5,Friday
C552162,ST56135,LUNCH BAG RED RETROSPOT,7,2023-03-01,20.45,10767,United Kingdom,143.15,143.15,2023,3,1,Wednesday
C541374,ST64899,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,10,2023-09-16,13.32,10574,United Kingdom,133.2,133.2,2023,9,16,Saturday
C544575,ST97281,GLASS HANGING T-LIGHT HOLDER,7,2023-10-19,37.35,10236,United Kingdom,261.45,261.45,2023,10,19,Thursday
C553422,ST65184,LOVE BUILDING BLOCK WORD,2,2023-11-07,5.26,10142,Italy,10.52,10.52,2023,11,7,Tuesday
C574114,ST69515,SET OF 3 CAKE TINS PANTRY DESIGN,4,2023-03-17,49.58,10518,United Kingdom,198.32,198.32,2023,3,17,Friday
C544281,ST71585,LARGE POPCORN HOLDER,9,2023-03-27,39.37,10016,France,354.33,354.33,2023,3,27,Monday
C544648,ST19570,CREAM CUPID HEARTS COAT HANGER,23,2023-02-21,38.22,10761,United Kingdom,879.06,879.06,2023,2,21,Tuesday
C571053,ST82999,WHITE BUTTERFLY T-LIGHT HOLDER,65,2023-09-21,7.75,10136,EIRE,503.75,503.75,2023,9,21,Thursday
C555592,ST90822,HAND WARMER UNION JACK,6,2023-12-31,32.88,10248,Belgium,197.28000000000003,197.28000000000003,2023,12,31,Sunday
C541198,ST67106,BLUE CHERRY LIGHTS,72,2023-01-24,35.01,10111,United Kingdom,2520.72,2520.72,2023,1,24,Tuesday
C545186,ST76764,POPPY'S PLAYHOUSE BEDROOM,10,2023-09-02,50.47,10297,United Kingdom,504.7,504.7,2023,9,2,Saturday
C536875,ST59725,AIRLINE BAG VINTAGE WORLD CHAMPION,11,2023-03-19,36.02,10086,Germany,396.22,396.22,2023,3,19,Sunday
C547946,ST22700,SET OF 4 PANTRY JELLY MOULDS,5,2023-08-13,52.01,10329,United Kingdom,260.05,260.05,2023,8,13,Sunday
C568693,ST85999,PINK CHERRY LIGHTS,9,2023-06-02,49.44,10238,United Kingdom,444.96,444.96,2023,6,2,Friday
C555059,ST15496,CHOCOLATE HOT WATER BOTTLE,3,2023-08-07,52.48,10521,United Kingdom,157.44,157.44,2023,8,7,Monday
C564580,ST55527,MASON JAR CANDLE HOLDER,10,2023-04-18,17.87,10834,United Kingdom,178.70000000000002,178.70000000000002,2023,4,18,Tuesday
C544134,ST32193,LOVE BUILDING BLOCK WORD,8,2023-03-26,12.96,10292,United Kingdom,103.68,103.68,2023,3,26,Sunday
C576090,ST37111,GLASS STAR FROSTED T-LIGHT HOLDER,55,2023-05-13,8.49,10296,United Kingdom,466.95,466.95,2023,5,13,Saturday
C547430,ST80756,WHITE METAL LANTERN,1,2023-09-18,52.83,10566,United Kingdom,52.83,52.83,2023,9,18,Monday
C536801,ST46941,SET OF 3 CAKE TINS PANTRY DESIGN,23,2023-04-10,20.86,10551,United Kingdom,479.78,479.78,2023,4,10,Monday
C564316,ST24367,LUNCH BAG RED RETROSPOT,8,2023-10-20,16.82,10965,Portugal,134.56,134.56,2023,10,20,Friday
C544225,ST27933,LUNCH BAG RED RETROSPOT,83,2023-12-28,15.09,10734,United Kingdom,1252.47,1252.47,2023,12,28,Thursday
C543997,ST52875,BLUE CHERRY LIGHTS,48,2023-12-09,40.24,10286,Portugal,1931.52,1931.52,2023,12,9,Saturday
C558341,ST19710,HOME BUILDING BLOCK WORD,12,2023-09-17,28.62,10161,United Kingdom,343.44,343.44,2023,9,17,Sunday
C556996,ST51618,CREAM CUPID HEARTS COAT HANGER,12,2023-12-19,43.86,10724,United Kingdom,526.3199999999999,526.3199999999999,2023,12,19,Tuesday
C579692,ST42232,PACK OF 72 RETROSPOT CAKE CASES,11,2023-10-13,34.82,10195,United Kingdom,383.02,383.02,2023,10,13,Friday
C561020,ST73505,BOX OF 6 ASSORTED COLOUR TEASPOONS,5,2023-10-28,26.31,10141,United Kingdom,131.54999999999998,131.54999999999998,2023,10,28,Saturday
C568918,ST77673,LOVE BUILDING BLOCK WORD,11,2023-04-06,48.28,10834,United Kingdom,531.08,531.08,2023,4,6,Thursday
C536574,ST33345,PARTY BUNTING,9,2023-04-20,33.95,10878,United Kingdom,305.55,305.55,2023,4,20,Thursday
C581452,ST93586,BOX OF VINTAGE ALPHABET BLOCKS,11,2023-08-03,32.47,10040,United Kingdom,357.17,357.16999999999996,2023,8,3,Thursday
C571129,ST97552,POPPY'S PLAYHOUSE BEDROOM,49,2023-09-05,48.23,10358,United Kingdom,2363.27,2363.27,2023,9,5,Tuesday
C577654,ST22652,SMALL POPCORN HOLDER,9,2023-09-08,26.89,10497,United Kingdom,242.01,242.01,2023,9,8,Friday
C555191,ST65687,LARGE POPCORN HOLDER,61,2023-02-27,14.25,10225,United Kingdom,869.25,869.25,2023,2,27,Monday
C566821,ST26784,CHOCOLATE HOT WATER BOTTLE,6,2023-04-01,38.59,10119,United Kingdom,231.54,231.54000000000002,2023,4,1,Saturday
C568423,ST45117,AIRLINE BAG VINTAGE JET SET,4,2023-09-05,2.42,10793,France,9.68,9.68,2023,9,5,Tuesday
C563169,ST51630,KNITTED UNION FLAG HOT WATER BOTTLE,6,2023-04-21,15.02,10520,United Kingdom,90.12,90.12,2023,4,21,Friday
C565328,ST38697,PARTY BUNTING,1,2023-07-20,15.38,10422,United Kingdom,15.38,15.38,2023,7,20,Thursday
C539355,ST31828,RECIPE BOX WITH METAL HEART,4,2023-11-22,31.85,10348,Channel Islands,127.4,127.4,2023,11,22,Wednesday
C537670,ST53684,WHITE METAL LANTERN,31,2023-10-04,43.11,10620,United Kingdom,1336.41,1336.41,2023,10,4,Wednesday
C572599,ST80185,RED WOOLLY HOTTIE WHITE HEART,9,2023-06-30,12.25,10935,Norway,110.25,110.25,2023,6,30,Friday
C571472,ST31155,SMALL POPCORN HOLDER,49,2023-03-22,16.56,10204,United Kingdom,811.4399999999999,811.4399999999999,2023,3,22,Wednesday
C558090,ST11787,LARGE POPCORN HOLDER,12,2023-07-11,14.32,10933,United Kingdom,171.84,171.84,2023,7,11,Tuesday
C570873,ST47105,GLASS STAR FROSTED T-LIGHT HOLDER,8,2023-01-11,3.14,10037,United Kingdom,25.12,25.12,2023,1,11,Wednesday
C551438,ST26206,PACK OF 72 RETROSPOT CAKE CASES,4,2023-01-13,2.68,10309,United Kingdom,10.72,10.72,2023,1,13,Friday
C579309,ST21130,SMALL POPCORN HOLDER,12,2023-07-13,48.32,10833,United Kingdom,579.84,579.84,2023,7,13,Thursday
C569428,ST89281,LARGE POPCORN HOLDER,12,2023-02-07,45.81,10079,United Kingdom,549.72,549.72,2023,2,7,Tuesday
C542627,ST50919,AIRLINE BAG VINTAGE WORLD CHAMPION,4,2023-03-19,45.87,10942,United Kingdom,183.48,183.48,2023,3,19,Sunday
C564227,ST36563,SET OF 4 PANTRY JELLY MOULDS,5,2023-06-15,15.69,10804,United Kingdom,78.45,78.45,2023,6,15,Thursday
C579359,ST39131,SKULL SHOULDER BAG,5,2023-05-16,24.11,10103,Channel Islands,120.55,120.55,2023,5,16,Tuesday
C573130,ST42062,HOME BUILDING BLOCK WORD,12,2023-07-28,29.72,10991,France,356.64,356.64,2023,7,28,Friday
C568938,ST69279,SMALL POPCORN HOLDER,89,2023-01-09,39.54,10392,United Kingdom,3519.06,3519.06,2023,1,9,Monday
C537996,ST83813,SMALL POPCORN HOLDER,8,2023-10-23,20.88,10230,United Kingdom,167.04,167.04,2023,10,23,Monday
C556721,ST22502,PINK CHERRY LIGHTS,11,2023-11-26,53.69,10112,United Kingdom,590.5899999999999,590.5899999999999,2023,11,26,Sunday
C549975,ST90804,SET OF 3 CAKE TINS PANTRY DESIGN,2,2023-03-28,8.5,10575,United Kingdom,17.0,17.0,2023,3,28,Tuesday
C570666,ST43033,SKULL SHOULDER BAG,1,2023-08-31,42.41,10859,United Kingdom,42.41,42.41,2023,8,31,Thursday
C558507,ST63285,ASSORTED COLOUR BIRD ORNAMENT,12,2023-06-09,31.46,10422,United Kingdom,377.52,377.52,2023,6,9,Friday
C553938,ST51027,IVORY KNITTED MUG COZY,8,2023-01-03,30.39,10893,Spain,243.12,243.12,2023,1,3,Tuesday
C551814,ST20673,CHOCOLATE HOT WATER BOTTLE,8,2023-11-30,28.71,10983,United Kingdom,229.68,229.68,2023,11,30,Thursday
C564263,ST25922,RED WOOLLY HOTTIE WHITE HEART,1,2023-02-23,9.63,10944,United Kingdom,9.63,9.63,2023,2,23,Thursday
C565043,ST92072,HAND WARMER UNION JACK,7,2023-04-12,27.66,10171,United Kingdom,193.62,193.62,2023,4,12,Wednesday
C568293,ST11213,HAND WARMER RED POLKA DOT,9,2023-09-26,23.49,10823,United Kingdom,211.41,211.41,2023,9,26,Tuesday
C564904,ST52255,LOVE BUILDING BLOCK WORD,11,2023-03-02,15.53,10304,France,170.82999999999998,170.82999999999998,2023,3,2,Thursday
C573314,ST90478,POPPY'S PLAYHOUSE KITCHEN,9,2023-07-10,37.94,10630,Germany,341.46,341.46,2023,7,10,Monday
C570403,ST53276,AIRLINE BAG VINTAGE JET SET,8,2023-07-10,12.25,10975,Germany,98.0,98.0,2023,7,10,Monday
C547128,ST64565,MASON JAR CANDLE HOLDER,8,2023-03-11,1.38,10950,United Kingdom,11.04,11.04,2023,3,11,Saturday
C567199,ST34598,RED WOOLLY HOTTIE WHITE HEART,20,2023-03-18,17.74,10184,United Kingdom,354.79999999999995,354.79999999999995,2023,3,18,Saturday
C542515,ST71432,GLASS HANGING T-LIGHT HOLDER,2,2023-12-22,4.16,10205,United Kingdom,8.32,8.32,2023,12,22,Friday
C540740,ST11851,BLUE CHERRY LIGHTS,4,2023-03-22,19.53,10609,United Kingdom,78.12,78.12,2023,3,22,Wednesday
C554359,ST50075,LOVE BUILDING BLOCK WORD,74,2023-04-09,32.5,10951,United Kingdom,2405.0,2405.0,2023,4,9,Sunday
C562793,ST20154,BOX OF VINTAGE ALPHABET BLOCKS,11,2023-11-16,36.55,10377,Germany,402.05,402.04999999999995,2023,11,16,Thursday
C543113,ST26607,IVORY KNITTED MUG COZY,5,2023-03-20,31.37,10607,United Kingdom,156.85,156.85,2023,3,20,Monday
C574855,ST90725,WHITE BUTTERFLY T-LIGHT HOLDER,10,2023-09-25,33.6,10817,United Kingdom,336.0,336.0,2023,9,25,Monday
C550082,ST21971,POPPY'S PLAYHOUSE KITCHEN,4,2023-08-31,54.41,10685,United Kingdom,217.64,217.64,2023,8,31,Thursday
C545965,ST16840,ASSORTED COLOUR BIRD ORNAMENT,1,2023-11-11,18.36,10952,United Kingdom,18.36,18.36,2023,11,11,Saturday
C565180,ST25374,PARTY BUNTING,6,2023-09-19,17.23,10141,United Kingdom,103.38,103.38,2023,9,19,Tuesday
C562136,ST50863,WHITE BUTTERFLY T-LIGHT HOLDER,12,2023-10-14,26.54,10247,Italy,318.48,318.48,2023,10,14,Saturday
C557138,ST31773,MASON JAR CANDLE HOLDER,10,2023-09-25,46.45,10859,France,464.5,464.5,2023,9,25,Monday
C554566,ST42838,ASSORTED COLOUR BIRD ORNAMENT,91,2023-11-21,24.77,10969,Switzerland,2254.07,2254.07,2023,11,21,Tuesday
C572927,ST57931,PARTY BUNTING,3,2023-03-03,2.22,10702,United Kingdom,6.66,6.66,2023,3,3,Friday
C580276,ST35032,BLUE CHERRY LIGHTS,4,2023-08-27,34.26,10876,United Kingdom,137.04,137.04,2023,8,27,Sunday
C548096,ST10735,WHITE HANGING HEART T-LIGHT HOLDER,6,2023-07-11,29.33,10392,United Kingdom,175.98,175.98,2023,7,11,Tuesday
C557890,ST11703,GLASS STAR FROSTED T-LIGHT HOLDER,52,2023-06-08,28.08,10601,United Kingdom,1460.16,1460.1599999999999,2023,6,8,Thursday
C538562,ST43166,HOME BUILDING BLOCK WORD,7,2023-05-20,3.23,10622,EIRE,22.61,22.61,2023,5,20,Saturday
C540115,ST92868,SKULL SHOULDER BAG,80,2023-11-17,54.85,10281,United Kingdom,4388.0,4388.0,2023,11,17,Friday
C547753,ST23616,LUNCH BAG SUKI DESIGN,11,2023-09-09,41.49,10466,United Kingdom,456.39,456.39000000000004,2023,9,9,Saturday
C538254,ST33187,SAVE THE WHALE COTTON BAG,39,2023-07-09,39.06,10040,United Kingdom,1523.34,1523.3400000000001,2023,7,9,Sunday
C541792,ST93555,LARGE POPCORN HOLDER,35,2023-03-09,3.88,10892,United Kingdom,135.79999999999998,135.79999999999998,2023,3,9,Thursday
C556958,ST35451,GLASS STAR FROSTED T-LIGHT HOLDER,55,2023-02-01,54.1,10728,Germany,2975.5,2975.5,2023,2,1,Wednesday
C537457,ST32179,PINK CHERRY LIGHTS,60,2023-11-11,49.46,10671,United Kingdom,2967.6,2967.6,2023,11,11,Saturday
C560367,ST97519,MASON JAR CANDLE HOLDER,11,2023-10-28,22.68,10928,United Kingdom,249.48,249.48,2023,10,28,Saturday
C540621,ST44948,FELTCRAFT PRINCESS CHARLOTTE DOLL,84,2023-02-01,8.84,10686,United Kingdom,742.56,742.56,2023,2,1,Wednesday
C565423,ST63641,CREAM CUPID HEARTS COAT HANGER,4,2023-03-30,38.14,10086,United Kingdom,152.56,152.56,2023,3,30,Thursday
C536576,ST71112,RECIPE BOX WITH METAL HEART,6,2023-11-22,7.22,10178,France,43.32,43.32,2023,11,22,Wednesday
C542007,ST21870,SKULL SHOULDER BAG,31,2023-12-23,7.15,10582,Spain,221.65,221.65,2023,12,23,Saturday
C548532,ST11368,CHOCOLATE HOT WATER BOTTLE,1,2023-02-14,42.37,10187,Switzerland,42.37,42.37,2023,2,14,Tuesday
C560910,ST50341,LUNCH BAG PINK POLKADOT,12,2023-11-23,51.93,10223,France,623.16,623.16,2023,11,23,Thursday
C578459,ST16990,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,2023-12-15,8.04,10858,United Kingdom,96.48,96.47999999999999,2023,12,15,Friday
C555178,ST39617,POPPY'S PLAYHOUSE BEDROOM,10,2023-12-28,17.94,10389,United Kingdom,179.4,179.4,2023,12,28,Thursday
C554243,ST67619,FELTCRAFT PRINCESS CHARLOTTE DOLL,5,2023-04-07,14.89,10856,United Kingdom,74.45,74.45,2023,4,7,Friday
C568470,ST78556,BLUE CHERRY LIGHTS,6,2023-02-17,42.67,10271,United Kingdom,256.02,256.02,2023,2,17,Friday
C581390,ST80510,POPPY'S PLAYHOUSE KITCHEN,10,2023-11-20,21.73,10461,EIRE,217.3,217.3,2023,11,20,Monday
C564798,ST37190,BLUE CHERRY LIGHTS,11,2023-04-18,43.97,10583,United Kingdom,483.67,483.66999999999996,2023,4,18,Tuesday
C569379,ST37619,VINTAGE PAISLEY STATIONERY SET,54,2023-12-25,5.76,10351,Netherlands,311.04,311.03999999999996,2023,12,25,Monday
C567015,ST92721,BOX OF VINTAGE ALPHABET BLOCKS,2,2023-04-22,28.85,10265,United Kingdom,57.7,57.7,2023,4,22,Saturday
C545527,ST96285,LUNCH BAG PINK POLKADOT,6,2023-09-01,31.38,10191,United Kingdom,188.28,188.28,2023,9,1,Friday
C557491,ST72324,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-01-18,9.45,10603,United Kingdom,9.45,9.45,2023,1,18,Wednesday
C578824,ST71189,GLASS STAR FROSTED T-LIGHT HOLDER,6,2023-06-22,17.43,10343,Spain,104.58,104.58,2023,6,22,Thursday
C537790,ST67012,LUNCH BAG RED RETROSPOT,78,2023-04-06,32.99,10560,United Kingdom,2573.2200000000003,2573.2200000000003,2023,4,6,Thursday
C567401,ST73249,BOX OF VINTAGE JIGSAW BLOCKS,6,2023-07-24,33.39,10749,United Kingdom,200.34,200.34,2023,7,24,Monday
C556037,ST76448,CREAM CUPID HEARTS COAT HANGER,49,2023-07-25,42.18,10695,United Kingdom,2066.82,2066.82,2023,7,25,Tuesday
C564276,ST31499,HOME BUILDING BLOCK WORD,71,2023-08-04,32.97,10111,United Kingdom,2340.87,2340.87,2023,8,4,Friday
C556063,ST84447,AIRLINE BAG VINTAGE JET SET,87,2023-03-27,11.6,10525,United Kingdom,1009.2,1009.1999999999999,2023,3,27,Monday
C544877,ST50537,PINK CHERRY LIGHTS,1,2023-03-13,53.39,10770,Germany,53.39,53.39,2023,3,13,Monday
C559047,ST29331,LUNCH BAG PINK POLKADOT,8,2023-03-14,0.9,10812,United Kingdom,7.2,7.2,2023,3,14,Tuesday
C556109,ST67219,RECIPE BOX WITH METAL HEART,4,2023-03-30,47.3,10206,United Kingdom,189.2,189.2,2023,3,30,Thursday
C546466,ST30883,VINTAGE PAISLEY STATIONERY SET,67,2023-05-06,1.12,10093,United Kingdom,75.04,75.04,2023,5,6,Saturday
C567219,ST71906,VINTAGE PAISLEY STATIONERY SET,12,2023-02-21,12.36,10353,United Kingdom,148.32,148.32,2023,2,21,Tuesday
C566739,ST51727,BOX OF VINTAGE JIGSAW BLOCKS,2,2023-07-12,21.84,10685,Germany,43.68,43.68,2023,7,12,Wednesday
C562571,ST80007,CHOCOLATE HOT WATER BOTTLE,74,2023-03-10,33.17,10782,United Kingdom,2454.58,2454.58,2023,3,10,Friday
C568366,ST40822,AIRLINE BAG VINTAGE WORLD CHAMPION,10,2023-06-27,10.5,10074,United Kingdom,105.0,105.0,2023,6,27,Tuesday
C578673,ST49575,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2023-02-09,3.25,10937,Switzerland,13.0,13.0,2023,2,9,Thursday
C558620,ST50775,WHITE BUTTERFLY T-LIGHT HOLDER,7,2023-02-17,9.01,10446,Germany,63.07,63.07,2023,2,17,Friday
C567865,ST62194,CREAM CUPID HEARTS COAT HANGER,7,2023-12-12,10.57,10397,United Kingdom,73.99000000000001,73.99000000000001,2023,12,12,Tuesday
C543340,ST23291,LUNCH BAG PINK POLKADOT,64,2023-09-22,38.0,10699,United Kingdom,2432.0,2432.0,2023,9,22,Friday
C537166,ST99954,POPPY'S PLAYHOUSE KITCHEN,10,2023-07-27,28.3,10672,United Kingdom,283.0,283.0,2023,7,27,Thursday
C568224,ST43901,SMALL POPCORN HOLDER,1,2023-01-06,17.25,10466,Germany,17.25,17.25,2023,1,6,Friday
C543964,ST72068,AIRLINE BAG VINTAGE JET SET,77,2023-11-21,28.04,10760,United Kingdom,2159.08,2159.08,2023,11,21,Tuesday
C571428,ST79692,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,3,2023-06-21,53.96,10730,United Kingdom,161.88,161.88,2023,6,21,Wednesday
C580583,ST87352,SET 7 BABUSHKA NESTING BOXES,6,2023-07-16,52.2,10778,United Kingdom,313.20000000000005,313.20000000000005,2023,7,16,Sunday
C570109,ST70917,SAVE THE WHALE COTTON BAG,8,2023-04-12,24.4,10265,United Kingdom,195.2,195.2,2023,4,12,Wednesday
C544330,ST99966,SET OF 3 CAKE TINS PANTRY DESIGN,1,2023-01-21,49.0,10289,United Kingdom,49.0,49.0,2023,1,21,Saturday
C564263,ST33426,PINK CHERRY LIGHTS,1,2023-05-10,30.24,10379,Germany,30.24,30.24,2023,5,10,Wednesday
C563697,ST88089,WHITE METAL LANTERN,5,2023-07-02,35.29,10301,United Kingdom,176.45,176.45,2023,7,2,Sunday
C538764,ST80121,GLASS HANGING T-LIGHT HOLDER,4,2023-07-02,10.34,10115,United Kingdom,41.36,41.36,2023,7,2,Sunday
C545844,ST70035,PACK OF 72 RETROSPOT CAKE CASES,5,2023-03-06,19.55,10097,United Kingdom,97.75,97.75,2023,3,6,Monday
C552362,ST58863,MASON JAR CANDLE HOLDER,1,2023-11-13,4.99,10706,Portugal,4.99,4.99,2023,11,13,Monday
C576299,ST20323,PACK OF 72 RETROSPOT CAKE CASES,32,2023-03-17,21.53,10040,United Kingdom,688.96,688.96,2023,3,17,Friday
C556155,ST43666,PARTY BUNTING,3,2023-11-23,52.31,10346,Germany,156.93,156.93,2023,11,23,Thursday
C541560,ST49741,PARTY BUNTING,44,2023-12-01,31.76,10739,United Kingdom,1397.44,1397.44,2023,12,1,Friday
C571699,ST71986,BOX OF VINTAGE JIGSAW BLOCKS,1,2023-09-21,21.11,10631,United Kingdom,21.11,21.11,2023,9,21,Thursday
C554373,ST62254,POPPY'S PLAYHOUSE BEDROOM,11,2023-08-12,3.33,10221,United Kingdom,36.63,36.63,2023,8,12,Saturday
C580812,ST64306,LOVE BUILDING BLOCK WORD,7,2023-04-03,12.07,10932,United Kingdom,84.49000000000001,84.49000000000001,2023,4,3,Monday
C554372,ST39009,HOME BUILDING BLOCK WORD,11,2023-03-08,18.08,10673,United Kingdom,198.88,198.88,2023,3,8,Wednesday
C557638,ST89864,BOX OF 6 ASSORTED COLOUR TEASPOONS,5,2023-01-10,40.28,10231,Germany,201.4,201.4,2023,1,10,Tuesday
C574894,ST72338,LARGE POPCORN HOLDER,6,2023-08-24,30.17,10847,United Kingdom,181.02,181.02,2023,8,24,Thursday
C537188,ST29893,PINK CHERRY LIGHTS,6,2023-10-13,45.4,10953,United Kingdom,272.4,272.4,2023,10,13,Friday
