InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
C555290,ST19991,RECIPE BOX WITH METAL HEART,90,2023-02-19,35.45,10371,United Kingdom,3190.5000000000005
C536583,ST24859,BOX OF VINTAGE JIGSAW BLOCKS,5,2023-03-04,53.11,10160,United Kingdom,265.55
C558485,ST26003,HAND WARMER UNION JACK,9,2023-08-20,26.05,10784,United Kingdom,234.45000000000002
C576628,ST56299,HOME BUILDING BLOCK WORD,6,2023-12-09,43.57,10493,Belgium,261.42
C548770,ST91309,GLASS HANGING T-LIGHT HOLDER,22,2023-07-18,50.18,10181,United Kingdom,1103.96
C540522,ST80098,POPPY'S PLAYHOUSE KITCHEN,3,2023-02-14,29.12,10824,United Kingdom,87.36
C577755,ST66675,BLUE CHERRY LIGHTS,7,2023-09-03,43.77,10199,United Kingdom,306.39000000000004
C562740,ST86854,IVORY KNITTED MUG COZY,10,2023-09-20,35.37,10107,United Kingdom,353.7
C540749,ST70011,BOX OF 6 ASSORTED COLOUR TEASPOONS,83,2023-12-24,31.04,10766,United Kingdom,2576.3199999999997
C578473,ST34652,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,1,2023-06-14,2.82,10397,United Kingdom,2.82
C559657,ST64464,WHITE METAL LANTERN,67,2023-10-20,35.98,10004,Spain,2410.66
C557019,ST83585,LUNCH BAG PINK POLKADOT,2,2023-01-04,33.05,10768,United Kingdom,66.1
C575220,ST54656,HAND WARMER RED POLKA DOT,9,2023-03-01,54.79,10785,Germany,493.11
C538493,ST65789,PACK OF 72 RETROSPOT CAKE CASES,5,2023-11-16,29.93,10123,Channel Islands,149.65
C543349,ST59752,KNITTED UNION FLAG HOT WATER BOTTLE,37,2023-01-20,38.53,10301,United Kingdom,1425.6100000000001
C558643,ST75311,LARGE POPCORN HOLDER,87,2023-05-24,20.55,10157,United Kingdom,1787.8500000000001
C563029,ST22199,WHITE METAL LANTERN,5,2023-06-03,18.6,10316,United Kingdom,93.0
C570768,ST22472,AIRLINE BAG VINTAGE JET SET,2,2023-03-12,20.48,10891,United Kingdom,40.96
C558239,ST86313,CHOCOLATE HOT WATER BOTTLE,43,2023-05-16,32.06,10999,United Kingdom,1378.5800000000002
C551537,ST20441,KNITTED UNION FLAG HOT WATER BOTTLE,9,2023-02-10,41.72,10820,Netherlands,375.48
C572340,ST82399,SKULL SHOULDER BAG,89,2023-12-31,16.94,10832,Germany,1507.66
C542947,ST65072,SMALL POPCORN HOLDER,1,2023-06-02,17.74,10674,United Kingdom,17.74
C558205,ST87110,HOME BUILDING BLOCK WORD,3,2023-12-03,4.57,10096,United Kingdom,13.71
C567624,ST24010,CREAM CUPID HEARTS COAT HANGER,6,2023-02-24,22.83,10005,France,136.98
C575087,ST32069,VINTAGE PAISLEY STATIONERY SET,51,2023-03-23,5.29,10271,Switzerland,269.79
C573655,ST26601,GLASS STAR FROSTED T-LIGHT HOLDER,1,2023-11-29,26.32,10190,France,26.32
C569767,ST45823,BOX OF VINTAGE JIGSAW BLOCKS,20,2023-12-16,37.75,10174,United Kingdom,755.0
C568651,ST97409,VINTAGE PAISLEY STATIONERY SET,7,2023-04-07,12.28,10591,United Kingdom,85.96
C570953,ST63941,LOVE BUILDING BLOCK WORD,7,2023-04-09,53.58,10398,United Kingdom,375.06
C555217,ST43423,HOME BUILDING BLOCK WORD,2,2023-10-24,39.13,10933,United Kingdom,78.26
C568980,ST43152,WHITE HANGING HEART T-LIGHT HOLDER,71,2023-11-06,32.84,10664,United Kingdom,2331.6400000000003
C574154,ST97952,POPPY'S PLAYHOUSE BEDROOM,94,2023-03-07,7.35,10708,United Kingdom,690.9
C538999,ST99662,BOX OF 6 ASSORTED COLOUR TEASPOONS,25,2023-03-09,40.45,10255,United Kingdom,1011.2500000000001
C550660,ST37551,HOME BUILDING BLOCK WORD,93,2023-03-10,1.0,10405,United Kingdom,93.0
C537266,ST29265,LARGE POPCORN HOLDER,4,2023-02-26,25.06,10735,United Kingdom,100.24
C544441,ST78008,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,7,2023-11-28,21.36,10742,United Kingdom,149.51999999999998
C565424,ST56291,FELTCRAFT PRINCESS CHARLOTTE DOLL,38,2023-05-21,12.05,10697,United Kingdom,457.90000000000003
C579769,ST43044,BOX OF VINTAGE JIGSAW BLOCKS,5,2023-12-07,24.54,10193,United Kingdom,122.69999999999999
C566746,ST78718,POPPY'S PLAYHOUSE KITCHEN,1,2023-08-10,41.37,10004,United Kingdom,41.37
C563457,ST33207,HAND WARMER UNION JACK,38,2023-04-15,16.2,10297,Germany,615.6
C567378,ST94443,MASON JAR CANDLE HOLDER,8,2023-01-08,19.69,10437,United Kingdom,157.52
C549532,ST72960,HOME BUILDING BLOCK WORD,69,2023-08-19,15.45,10230,United Kingdom,1066.05
C545113,ST38688,WHITE METAL LANTERN,11,2023-08-13,27.16,10226,United Kingdom,298.76
C569768,ST43398,ASSORTED COLOUR BIRD ORNAMENT,12,2023-10-10,20.93,10972,Switzerland,251.16
C554178,ST18253,MASON JAR CANDLE HOLDER,12,2023-02-20,22.71,10707,United Kingdom,272.52
C552173,ST97614,LOVE BUILDING BLOCK WORD,4,2023-02-24,41.88,10581,United Kingdom,167.52
C576577,ST92250,SKULL SHOULDER BAG,9,2023-10-12,50.77,10954,United Kingdom,456.93
C536585,ST82597,ASSORTED COLOUR BIRD ORNAMENT,61,2023-09-28,42.46,10509,United Kingdom,2590.06
C558732,ST50152,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-10-18,6.72,10430,United Kingdom,20.16
C552825,ST88849,HOME BUILDING BLOCK WORD,11,2023-08-06,22.62,10739,United Kingdom,248.82000000000002
C559753,ST42097,GLASS STAR FROSTED T-LIGHT HOLDER,10,2023-10-16,11.48,10579,Netherlands,114.80000000000001
C558394,ST74638,BLUE CHERRY LIGHTS,4,2023-01-24,29.68,10333,United Kingdom,118.72
C573224,ST27956,WHITE METAL LANTERN,2,2023-08-09,31.45,10234,Spain,62.9
C539240,ST19516,IVORY KNITTED MUG COZY,9,2023-07-30,54.78,10237,Germany,493.02
C572315,ST38635,LUNCH BAG RED RETROSPOT,4,2023-12-15,40.81,10106,United Kingdom,163.24
C538764,ST46754,BOX OF VINTAGE ALPHABET BLOCKS,10,2023-02-19,23.0,10380,Netherlands,230.0
C565845,ST22256,IVORY KNITTED MUG COZY,4,2023-10-29,33.98,10659,United Kingdom,135.92
C575576,ST46317,GLASS HANGING T-LIGHT HOLDER,4,2023-05-09,3.24,10825,United Kingdom,12.96
C579441,ST38358,WHITE HANGING HEART T-LIGHT HOLDER,82,2023-03-27,45.09,10555,United Kingdom,3697.38
C558040,ST85454,GLASS STAR FROSTED T-LIGHT HOLDER,10,2023-07-30,13.27,10815,United Kingdom,132.7
C564355,ST31534,BLUE CHERRY LIGHTS,77,2023-01-01,30.97,10285,United Kingdom,2384.69
C577469,ST30572,SKULL SHOULDER BAG,5,2023-02-19,11.28,10028,United Kingdom,56.4
C548121,ST70405,FELTCRAFT PRINCESS CHARLOTTE DOLL,45,2023-01-24,8.03,10240,United Kingdom,361.34999999999997
C565821,ST36760,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2023-12-05,7.23,10063,United Kingdom,7.23
C555999,ST30849,PARTY BUNTING,2,2023-11-18,45.99,10376,United Kingdom,91.98
C536864,ST65096,POPPY'S PLAYHOUSE KITCHEN,9,2023-07-13,10.33,10486,United Kingdom,92.97
C546689,ST40049,IVORY KNITTED MUG COZY,7,2023-02-13,6.72,10112,United Kingdom,47.04
C553806,ST87553,MASON JAR CANDLE HOLDER,11,2023-03-27,29.6,10717,United Kingdom,325.6
C557995,ST84356,LUNCH BAG RED RETROSPOT,10,2023-10-27,29.7,10921,Germany,297.0
C564210,ST44108,POPPY'S PLAYHOUSE BEDROOM,8,2023-08-18,15.97,10221,United Kingdom,127.76
C537677,ST70931,FELTCRAFT PRINCESS CHARLOTTE DOLL,7,2023-04-20,42.68,10621,EIRE,298.76
C574467,ST40112,HAND WARMER UNION JACK,3,2023-02-16,49.63,10950,United Kingdom,148.89000000000001
C571331,ST86108,HAND WARMER UNION JACK,7,2023-12-25,50.09,10755,United Kingdom,350.63
C539827,ST41520,MASON JAR CANDLE HOLDER,4,2023-03-11,44.11,10730,United Kingdom,176.44
C569684,ST82388,AIRLINE BAG VINTAGE JET SET,2,2023-01-26,13.93,10930,United Kingdom,27.86
C570776,ST27849,GLASS HANGING T-LIGHT HOLDER,5,2023-06-23,18.83,10086,United Kingdom,94.14999999999999
C539249,ST38902,PARTY BUNTING,4,2023-04-02,8.42,10848,France,33.68
C542222,ST93080,MASON JAR CANDLE HOLDER,8,2023-11-22,4.72,10716,United Kingdom,37.76
C557457,ST54260,LUNCH BAG PINK POLKADOT,5,2023-02-11,54.61,10560,France,273.05
C537120,ST13977,WHITE METAL LANTERN,12,2023-01-17,2.16,10031,France,25.92
C547173,ST73016,PACK OF 72 RETROSPOT CAKE CASES,2,2023-06-15,38.1,10086,EIRE,76.2
C565133,ST89281,GLASS HANGING T-LIGHT HOLDER,1,2023-02-20,43.49,10976,Netherlands,43.49
C559521,ST76062,CHOCOLATE HOT WATER BOTTLE,2,2023-03-18,43.88,10027,United Kingdom,87.76
C555510,ST88688,BOX OF VINTAGE ALPHABET BLOCKS,9,2023-05-29,44.86,10662,United Kingdom,403.74
C571755,ST20040,LUNCH BAG SUKI DESIGN,9,2023-10-23,50.14,10685,United Kingdom,451.26
C555303,ST71456,SET OF 4 PANTRY JELLY MOULDS,1,2023-03-31,17.86,10155,United Kingdom,17.86
C564852,ST96774,LUNCH BAG PINK POLKADOT,10,2023-09-17,3.5,10042,United Kingdom,35.0
C561130,ST77618,BLUE CHERRY LIGHTS,2,2023-05-06,20.42,10268,Germany,40.84
C546192,ST29565,SMALL POPCORN HOLDER,2,2023-09-29,13.62,10282,United Kingdom,27.24
C569898,ST57999,BOX OF 6 ASSORTED COLOUR TEASPOONS,67,2023-05-18,36.66,10817,United Kingdom,2456.22
C574167,ST91922,WHITE BUTTERFLY T-LIGHT HOLDER,9,2023-03-29,39.53,10318,United Kingdom,355.77
C563020,ST83172,IVORY KNITTED MUG COZY,10,2023-01-28,47.2,10482,United Kingdom,472.0
C559635,ST78920,WHITE METAL LANTERN,11,2023-11-13,52.46,10472,United Kingdom,577.0600000000001
C540593,ST61337,KNITTED UNION FLAG HOT WATER BOTTLE,1,2023-03-06,51.11,10190,Spain,51.11
C544508,ST43903,VINTAGE PAISLEY STATIONERY SET,20,2023-09-28,15.02,10259,United Kingdom,300.4
C547994,ST42638,VINTAGE PAISLEY STATIONERY SET,83,2023-11-26,48.53,10986,United Kingdom,4027.9900000000002
C561143,ST41749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2023-04-10,22.49,10529,United Kingdom,44.98
C540659,ST32396,ASSORTED COLOUR BIRD ORNAMENT,10,2023-12-11,37.56,10159,United Kingdom,375.6
C578647,ST65023,RECIPE BOX WITH METAL HEART,3,2023-10-20,1.97,10535,United Kingdom,5.91
C560499,ST43010,MASON JAR CANDLE HOLDER,2,2023-03-08,17.61,10775,United Kingdom,35.22
C539037,ST56488,WHITE BUTTERFLY T-LIGHT HOLDER,11,2023-08-25,21.96,10085,United Kingdom,241.56
C555410,ST58371,CREAM CUPID HEARTS COAT HANGER,4,2023-07-11,39.9,10969,United Kingdom,159.6
C581138,ST21089,POPPY'S PLAYHOUSE BEDROOM,12,2023-10-06,2.11,10349,United Kingdom,25.32
C556532,ST79514,LARGE POPCORN HOLDER,5,2023-07-13,28.63,10482,United Kingdom,143.15
C551167,ST77993,GLASS STAR FROSTED T-LIGHT HOLDER,9,2023-01-12,38.61,10518,United Kingdom,347.49
C558093,ST54555,HAND WARMER RED POLKA DOT,12,2023-05-22,4.18,10183,United Kingdom,50.16
C581376,ST38329,PACK OF 72 RETROSPOT CAKE CASES,5,2023-05-29,13.78,10039,United Kingdom,68.89999999999999
C549100,ST26014,MASON JAR CANDLE HOLDER,6,2023-07-01,48.69,10214,Norway,292.14
C545632,ST78971,GLASS STAR FROSTED T-LIGHT HOLDER,12,2023-04-24,33.33,10405,United Kingdom,399.96
C572041,ST21982,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-03-05,13.91,10478,United Kingdom,55.64
C549340,ST39585,SET OF 3 CAKE TINS PANTRY DESIGN,7,2023-12-14,35.72,10647,United Kingdom,250.04
C538642,ST75099,RED WOOLLY HOTTIE WHITE HEART,98,2023-07-28,42.08,10041,United Kingdom,4123.84
C561880,ST82423,GLASS STAR FROSTED T-LIGHT HOLDER,9,2023-06-17,47.33,10777,United Kingdom,425.96999999999997
C536914,ST13853,WHITE HANGING HEART T-LIGHT HOLDER,46,2023-09-26,45.27,10738,United Kingdom,2082.42
C558292,ST78664,LARGE POPCORN HOLDER,3,2023-02-24,46.21,10601,Portugal,138.63
C552381,ST44588,WHITE BUTTERFLY T-LIGHT HOLDER,11,2023-01-07,38.91,10947,United Kingdom,428.01
C575429,ST91403,HAND WARMER UNION JACK,73,2023-05-26,50.49,10747,United Kingdom,3685.77
C562039,ST17594,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,6,2023-04-20,8.1,10697,United Kingdom,48.599999999999994
C575928,ST85370,RED WOOLLY HOTTIE WHITE HEART,87,2023-06-09,35.47,10079,United Kingdom,3085.89
C571703,ST54951,LOVE BUILDING BLOCK WORD,7,2023-02-25,29.54,10294,United Kingdom,206.78
C574805,ST30667,HAND WARMER RED POLKA DOT,7,2023-01-14,11.39,10859,United Kingdom,79.73
C576117,ST46047,AIRLINE BAG VINTAGE JET SET,2,2023-04-21,13.85,10965,Germany,27.7
C563776,ST48528,RED WOOLLY HOTTIE WHITE HEART,1,2023-06-22,38.51,10344,United Kingdom,38.51
C571499,ST92638,LARGE POPCORN HOLDER,25,2023-09-24,45.77,10134,United Kingdom,1144.25
C551939,ST16076,SET OF 3 CAKE TINS PANTRY DESIGN,74,2023-06-22,24.43,10022,Netherlands,1807.82
C542655,ST12355,HAND WARMER UNION JACK,7,2023-12-22,43.1,10532,United Kingdom,301.7
C549009,ST62144,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-01-22,20.42,10962,Switzerland,81.68
C542157,ST51992,WHITE METAL LANTERN,11,2023-11-08,25.52,10906,United Kingdom,280.71999999999997
C542915,ST56634,POPPY'S PLAYHOUSE BEDROOM,5,2023-04-19,49.45,10963,Spain,247.25
C569727,ST92100,VINTAGE PAISLEY STATIONERY SET,10,2023-08-09,6.74,10054,United Kingdom,67.4
C564183,ST78746,VINTAGE PAISLEY STATIONERY SET,3,2023-09-06,34.49,10868,France,103.47
C555396,ST10649,CREAM CUPID HEARTS COAT HANGER,5,2023-05-16,49.39,10852,Norway,246.95
C565687,ST97439,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2023-09-28,26.67,10813,United Kingdom,106.68
C571007,ST59060,HAND WARMER RED POLKA DOT,4,2023-10-09,13.51,10935,Portugal,54.04
C539864,ST12366,GLASS STAR FROSTED T-LIGHT HOLDER,8,2023-03-05,38.27,10630,United Kingdom,306.16
C569617,ST47925,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,94,2023-01-25,39.16,10621,United Kingdom,3681.0399999999995
C548278,ST86401,WHITE METAL LANTERN,8,2023-10-21,54.56,10293,United Kingdom,436.48
C562766,ST65146,AIRLINE BAG VINTAGE JET SET,10,2023-03-26,51.89,10827,United Kingdom,518.9
C573898,ST94115,WHITE BUTTERFLY T-LIGHT HOLDER,57,2023-11-16,45.81,10786,United Kingdom,2611.17
C580661,ST80158,LUNCH BAG PINK POLKADOT,9,2023-11-04,16.85,10620,United Kingdom,151.65
C574328,ST53300,WHITE BUTTERFLY T-LIGHT HOLDER,10,2023-07-07,14.29,10803,United Kingdom,142.89999999999998
C555659,ST35487,WHITE METAL LANTERN,5,2023-02-22,31.69,10579,Germany,158.45000000000002
C548841,ST28519,GLASS STAR FROSTED T-LIGHT HOLDER,4,2023-03-31,16.79,10977,EIRE,67.16
C562855,ST13009,SKULL SHOULDER BAG,1,2023-08-09,22.93,10795,United Kingdom,22.93
C546523,ST14000,SMALL POPCORN HOLDER,8,2023-08-31,42.21,10572,United Kingdom,337.68
C547762,ST89525,IVORY KNITTED MUG COZY,12,2023-08-15,13.2,10658,United Kingdom,158.39999999999998
C580283,ST78184,AIRLINE BAG VINTAGE JET SET,51,2023-06-16,49.5,10226,United Kingdom,2524.5
C573140,ST55178,WHITE METAL LANTERN,56,2023-12-03,45.69,10142,United Kingdom,2558.64
C579853,ST54740,HAND WARMER UNION JACK,92,2023-07-28,33.88,10984,United Kingdom,3116.96
C546014,ST29216,SMALL POPCORN HOLDER,6,2023-10-09,30.33,10031,United Kingdom,181.98
C553800,ST55182,SET 7 BABUSHKA NESTING BOXES,7,2023-12-05,31.87,10445,Portugal,223.09
C541136,ST22878,IVORY KNITTED MUG COZY,8,2023-11-19,44.64,10417,United Kingdom,357.12
C545914,ST25753,FELTCRAFT PRINCESS CHARLOTTE DOLL,60,2023-12-18,31.8,10689,United Kingdom,1908.0
C553866,ST50729,SMALL POPCORN HOLDER,4,2023-04-09,32.67,10258,United Kingdom,130.68
C554184,ST31527,PACK OF 72 RETROSPOT CAKE CASES,23,2023-09-18,45.93,10871,United Kingdom,1056.39
C536429,ST61206,WHITE HANGING HEART T-LIGHT HOLDER,9,2023-04-25,24.36,10490,United Kingdom,219.24
C540467,ST19837,KNITTED UNION FLAG HOT WATER BOTTLE,7,2023-07-19,28.14,10930,United Kingdom,196.98000000000002
C549035,ST18679,SAVE THE WHALE COTTON BAG,1,2023-12-09,3.44,10084,United Kingdom,3.44
C540034,ST89499,SAVE THE WHALE COTTON BAG,2,2023-09-28,16.72,10385,United Kingdom,33.44
C539925,ST78394,LUNCH BAG PINK POLKADOT,3,2023-06-14,47.58,10075,Channel Islands,142.74
C565418,ST38902,LARGE POPCORN HOLDER,1,2023-10-26,40.38,10201,Spain,40.38
C554067,ST46896,WHITE METAL LANTERN,76,2023-05-24,24.82,10653,United Kingdom,1886.32
C540178,ST63955,LUNCH BAG RED RETROSPOT,71,2023-03-25,42.16,10401,United Kingdom,2993.3599999999997
C575444,ST74499,HAND WARMER RED POLKA DOT,9,2023-03-08,44.1,10688,United Kingdom,396.90000000000003
C567438,ST88878,WHITE BUTTERFLY T-LIGHT HOLDER,40,2023-11-17,31.47,10743,United Kingdom,1258.8
C537854,ST35594,SMALL POPCORN HOLDER,88,2023-05-15,15.08,10069,United Kingdom,1327.04
C566109,ST51182,BOX OF 6 ASSORTED COLOUR TEASPOONS,3,2023-04-14,52.52,10204,United Kingdom,157.56
C549643,ST81393,BLUE CHERRY LIGHTS,71,2023-03-29,6.74,10367,United Kingdom,478.54
C566790,ST20301,WHITE HANGING HEART T-LIGHT HOLDER,3,2023-02-10,37.57,10950,United Kingdom,112.71000000000001
C536395,ST77278,WHITE BUTTERFLY T-LIGHT HOLDER,7,2023-03-25,13.74,10618,United Kingdom,96.18
C545039,ST59280,LUNCH BAG PINK POLKADOT,10,2023-06-12,53.72,10686,Portugal,537.2
C550668,ST50251,LUNCH BAG RED RETROSPOT,11,2023-04-08,30.37,10125,Netherlands,334.07
C539588,ST61850,POPPY'S PLAYHOUSE KITCHEN,61,2023-10-31,3.44,10271,Germany,209.84
C539183,ST40999,GLASS STAR FROSTED T-LIGHT HOLDER,5,2023-09-19,54.73,10302,United Kingdom,273.65
C581063,ST24192,BOX OF VINTAGE ALPHABET BLOCKS,70,2023-04-15,26.32,10463,EIRE,1842.4
C566721,ST19853,SET OF 3 CAKE TINS PANTRY DESIGN,3,2023-03-14,50.41,10950,United Kingdom,151.23
C578246,ST33906,SET 7 BABUSHKA NESTING BOXES,95,2023-03-24,29.89,10015,France,2839.55
C549038,ST81581,BOX OF VINTAGE ALPHABET BLOCKS,7,2023-11-18,10.14,10105,United Kingdom,70.98
C581373,ST40360,AIRLINE BAG VINTAGE JET SET,7,2023-09-09,47.78,10349,France,334.46000000000004
C552292,ST51738,HAND WARMER UNION JACK,42,2023-10-04,30.28,10896,United Kingdom,1271.76
C558547,ST13003,BOX OF 6 ASSORTED COLOUR TEASPOONS,8,2023-01-15,52.82,10419,Spain,422.56
C574940,ST25596,GLASS HANGING T-LIGHT HOLDER,7,2023-12-26,22.66,10505,Switzerland,158.62
C540368,ST63095,SMALL POPCORN HOLDER,83,2023-09-02,13.63,10465,United Kingdom,1131.29
C537378,ST21056,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,7,2023-03-17,30.12,10531,United Kingdom,210.84
C548190,ST21296,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,2023-03-29,37.34,10675,Norway,224.04000000000002
C579589,ST68626,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,6,2023-12-14,30.04,10403,United Kingdom,180.24
C581371,ST78529,BOX OF VINTAGE ALPHABET BLOCKS,3,2023-02-23,40.51,10960,EIRE,121.53
C541132,ST69863,SKULL SHOULDER BAG,10,2023-03-31,22.4,10667,United Kingdom,224.0
C538949,ST66355,VINTAGE PAISLEY STATIONERY SET,11,2023-11-01,15.39,10774,United Kingdom,169.29000000000002
C571876,ST26629,LOVE BUILDING BLOCK WORD,1,2023-11-08,52.46,10639,United Kingdom,52.46
C558049,ST81078,CREAM CUPID HEARTS COAT HANGER,49,2023-01-20,36.71,10914,United Kingdom,1798.79
C552799,ST89376,SET OF 4 PANTRY JELLY MOULDS,36,2023-11-03,16.99,10444,Germany,611.64
C569932,ST55453,VINTAGE PAISLEY STATIONERY SET,11,2023-11-09,5.4,10346,United Kingdom,59.400000000000006
C572127,ST67855,SET OF 4 PANTRY JELLY MOULDS,1,2023-11-17,38.5,10463,United Kingdom,38.5
C548098,ST72600,BOX OF VINTAGE JIGSAW BLOCKS,71,2023-07-02,25.09,10094,United Kingdom,1781.39
C579404,ST59866,POPPY'S PLAYHOUSE BEDROOM,10,2023-10-04,25.33,10201,United Kingdom,253.29999999999998
C576605,ST74867,RED WOOLLY HOTTIE WHITE HEART,11,2023-02-09,53.56,10799,EIRE,589.1600000000001
C568639,ST67208,WHITE BUTTERFLY T-LIGHT HOLDER,10,2023-09-30,31.96,10626,Norway,319.6
C546451,ST15004,HAND WARMER RED POLKA DOT,10,2023-09-12,11.47,10518,United Kingdom,114.7
C571239,ST34410,CHOCOLATE HOT WATER BOTTLE,1,2023-11-26,22.43,10810,France,22.43
C551928,ST96975,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,5,2023-11-17,48.67,10699,Germany,243.35000000000002
C561934,ST84605,WHITE BUTTERFLY T-LIGHT HOLDER,6,2023-07-04,37.98,10917,United Kingdom,227.88
C580471,ST54909,HAND WARMER UNION JACK,9,2023-01-16,10.38,10040,Switzerland,93.42
C553949,ST87803,BOX OF VINTAGE ALPHABET BLOCKS,9,2023-07-11,22.14,10873,United Kingdom,199.26
C545563,ST93663,BLUE CHERRY LIGHTS,98,2023-04-11,16.78,10404,United Kingdom,1644.44
C545087,ST39123,GLASS HANGING T-LIGHT HOLDER,5,2023-11-21,43.6,10253,EIRE,218.0
C572159,ST44174,SKULL SHOULDER BAG,63,2023-04-10,22.78,10888,United Kingdom,1435.14
C580964,ST73347,CHOCOLATE HOT WATER BOTTLE,6,2023-12-17,39.97,10082,EIRE,239.82
C561863,ST87217,POPPY'S PLAYHOUSE KITCHEN,41,2023-06-25,22.71,10183,Spain,931.11
C550931,ST39301,PINK CHERRY LIGHTS,11,2023-12-22,20.89,10227,United Kingdom,229.79000000000002
C543325,ST94649,VINTAGE PAISLEY STATIONERY SET,6,2023-09-16,20.66,10882,Spain,123.96000000000001
C553591,ST89938,WHITE BUTTERFLY T-LIGHT HOLDER,91,2023-09-23,18.41,10502,United Kingdom,1675.31
C580936,ST50189,LOVE BUILDING BLOCK WORD,48,2023-09-07,1.26,10329,United Kingdom,60.480000000000004
C544227,ST24836,SET OF 4 PANTRY JELLY MOULDS,29,2023-11-16,51.01,10644,United Kingdom,1479.29
C575621,ST53727,LUNCH BAG SUKI DESIGN,4,2023-09-04,29.09,10936,Belgium,116.36
C554002,ST50315,CREAM CUPID HEARTS COAT HANGER,6,2023-05-01,12.23,10596,United Kingdom,73.38
C555609,ST38389,LUNCH BAG PINK POLKADOT,6,2023-06-16,11.8,10091,United Kingdom,70.80000000000001
C560358,ST78750,SAVE THE WHALE COTTON BAG,73,2023-03-30,26.62,10747,United Kingdom,1943.26
C564299,ST91365,LUNCH BAG RED RETROSPOT,25,2023-05-02,1.72,10100,Germany,43.0
C578525,ST56381,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-03-18,2.76,10273,United Kingdom,5.52
C561460,ST78645,SAVE THE WHALE COTTON BAG,2,2023-08-22,38.54,10182,United Kingdom,77.08
C540306,ST10881,AIRLINE BAG VINTAGE JET SET,3,2023-10-15,41.88,10485,United Kingdom,125.64000000000001
C544869,ST55654,BOX OF VINTAGE JIGSAW BLOCKS,87,2023-07-04,31.06,10279,United Kingdom,2702.22
C545333,ST52526,PINK CHERRY LIGHTS,7,2023-03-25,23.38,10412,France,163.66
C569555,ST46639,LARGE POPCORN HOLDER,8,2023-10-26,30.03,10885,United Kingdom,240.24
C545423,ST97728,SET OF 3 CAKE TINS PANTRY DESIGN,9,2023-03-27,19.11,10306,United Kingdom,171.99
C577795,ST51592,PINK CHERRY LIGHTS,7,2023-10-05,53.08,10287,Switzerland,371.56
C576581,ST90528,LOVE BUILDING BLOCK WORD,3,2023-12-31,17.34,10807,United Kingdom,52.019999999999996
C541803,ST10820,PARTY BUNTING,23,2023-03-02,8.22,10933,Channel Islands,189.06
C539174,ST86851,ASSORTED COLOUR BIRD ORNAMENT,67,2023-01-21,35.46,10904,United Kingdom,2375.82
C541132,ST51599,BOX OF VINTAGE JIGSAW BLOCKS,2,2023-04-29,44.13,10663,France,88.26
C536730,ST93023,CHOCOLATE HOT WATER BOTTLE,1,2023-04-17,29.1,10071,United Kingdom,29.1
C572773,ST78132,POPPY'S PLAYHOUSE BEDROOM,5,2023-08-06,17.27,10649,United Kingdom,86.35
C561469,ST75481,WHITE BUTTERFLY T-LIGHT HOLDER,12,2023-11-12,27.42,10538,Germany,329.04
C550919,ST48360,PARTY BUNTING,11,2023-12-20,43.57,10987,EIRE,479.27
C546176,ST31981,WHITE HANGING HEART T-LIGHT HOLDER,9,2023-07-31,54.18,10659,Germany,487.62
C555233,ST32658,IVORY KNITTED MUG COZY,28,2023-07-08,29.32,10942,United Kingdom,820.96
C543302,ST89505,HAND WARMER RED POLKA DOT,2,2023-10-06,7.69,10725,Germany,15.38
C536829,ST11063,PACK OF 72 RETROSPOT CAKE CASES,2,2023-11-27,4.04,10147,Germany,8.08
C570416,ST82449,BOX OF VINTAGE JIGSAW BLOCKS,8,2023-02-16,9.52,10907,United Kingdom,76.16
C537952,ST21415,GLASS HANGING T-LIGHT HOLDER,8,2023-06-26,22.73,10475,Germany,181.84
C547961,ST44123,POPPY'S PLAYHOUSE BEDROOM,81,2023-08-22,25.99,10682,EIRE,2105.19
C573198,ST84870,PACK OF 72 RETROSPOT CAKE CASES,3,2023-07-05,21.37,10765,United Kingdom,64.11
C557692,ST97789,ASSORTED COLOUR BIRD ORNAMENT,9,2023-01-17,45.07,10965,United Kingdom,405.63
C561426,ST82007,VINTAGE PAISLEY STATIONERY SET,2,2023-08-21,22.1,10760,United Kingdom,44.2
C565170,ST38189,HAND WARMER UNION JACK,3,2023-04-04,4.28,10890,United Kingdom,12.84
C550604,ST13836,SKULL SHOULDER BAG,3,2023-08-15,52.65,10204,United Kingdom,157.95
C547672,ST38062,ASSORTED COLOUR BIRD ORNAMENT,10,2023-04-04,50.11,10334,United Kingdom,501.1
